date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:47:38	196/196	---MCZ	200	added ('OK')	text/plain	etag:W/%22641dcaa1-2a7%22	http://super-mario3d-world.net/robots.txt		(from )
01:47:40	208790/208790	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Apr%202023%2018:47:40%20GMT	http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/index2e4b.html	(from )
01:47:41	777/777	---M--	200	added ('OK')	image/png	etag:%2263daf192-309%22	http://super-mario3d-world.net/assets/favicons/favicon-16x16.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/favicon-16x16.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:41	33310/33310	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2263daf192-821e%22	http://super-mario3d-world.net/assets/favicons/favicon.ico	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/favicon.ico	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:41	2069/2069	---M--	200	added ('OK')	image/png	etag:%2263daf192-815%22	http://super-mario3d-world.net/assets/favicons/favicon-32x32.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/favicon-32x32.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:41	3736/3736	---M--	200	added ('OK')	image/png	etag:%2263daf192-e98%22	http://super-mario3d-world.net/assets/favicons/favicon-48x48.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/favicon-48x48.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:42	1528/1528	---MCZ	200	added ('OK')	application/json	etag:W/%2263daf192-5f8%22	http://super-mario3d-world.net/assets/favicons/manifest.json	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/manifest.json	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:42	5245/5245	---M--	200	added ('OK')	image/png	etag:%2263daf192-147d%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-57x57.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-57x57.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:43	5585/5585	---M--	200	added ('OK')	image/png	etag:%2263daf192-15d1%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-60x60.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-60x60.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:43	7320/7320	---M--	200	added ('OK')	image/png	etag:%2263daf192-1c98%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-72x72.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:44	8048/8048	---M--	200	added ('OK')	image/png	etag:%2263daf192-1f70%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-76x76.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-76x76.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:45	14132/14132	---M--	200	added ('OK')	image/png	etag:%2263daf192-3734%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-114x114.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:45	15197/15197	---M--	200	added ('OK')	image/png	etag:%2263daf192-3b5d%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-120x120.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-120x120.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:46	19706/19706	---M--	200	added ('OK')	image/png	etag:%2263daf192-4cfa%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-144x144.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-144x144.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:47	21286/21286	---M--	200	added ('OK')	image/png	etag:%2263daf192-5326%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-152x152.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-152x152.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:50	24207/24207	---M--	200	added ('OK')	image/png	etag:%2263daf192-5e8f%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-167x167.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-167x167.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:47:51	26820/26820	---M--	200	added ('OK')	image/png	etag:%2263daf192-68c4%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-180x180.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:48:17	181721/181721	---M--	200	added ('OK')	image/png	etag:%2263daf192-2c5d9%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-640x1136.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-640x1136.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:48:28	230006/230006	---M--	200	added ('OK')	image/png	etag:%2263daf192-38276%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-750x1334.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-750x1334.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:48:35	268140/268140	---M--	200	added ('OK')	image/png	etag:%2263daf192-4176c%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-828x1792.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-828x1792.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:48:45	364486/364486	---M--	200	added ('OK')	image/png	etag:%2263daf192-58fc6%22	http://super-mario3d-world.net/assets/favicons/apple-touch-icon-1024x1024.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-icon-1024x1024.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:49:26	424697/424697	---M--	200	added ('OK')	image/png	etag:%2263daf192-67af9%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1125x2436.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1125x2436.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:49:47	489510/489510	---M--	200	added ('OK')	image/png	etag:%2263daf192-77826%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1242x2208.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1242x2208.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:49:55	492355/492355	---M--	200	added ('OK')	image/png	etag:%2263daf192-78343%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1242x2688.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1242x2688.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:50:33	666773/666773	---M--	200	added ('OK')	image/png	etag:%2263daf192-a2c95%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1536x2048.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1536x2048.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:51:29	755839/755839	---M--	200	added ('OK')	image/png	etag:%2263daf192-b887f%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1668x2224.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1668x2224.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:51:50	757198/757198	---M--	200	added ('OK')	image/png	etag:%2263daf192-b8dce%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1668x2388.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1668x2388.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:51:59	182738/182738	---M--	200	added ('OK')	image/png	etag:%2263daf192-2c9d2%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1136x640.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1136x640.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:52:28	232409/232409	---M--	200	added ('OK')	image/png	etag:%2263daf192-38bd9%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1334x750.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1334x750.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:52:30	723124/723124	---M--	200	added ('OK')	image/png	etag:%2263daf192-b08b4%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1620x2160.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1620x2160.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:52:41	1035992/1035992	---M--	200	added ('OK')	image/png	etag:%2263daf192-fced8%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2048x2732.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2048x2732.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:52:43	272515/272515	---M--	200	added ('OK')	image/png	etag:%2263daf192-42883%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1792x828.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-1792x828.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:53:39	435032/435032	---M--	200	added ('OK')	image/png	etag:%2263daf192-6a358%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2436x1125.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2436x1125.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:53:50	498268/498268	---M--	200	added ('OK')	image/png	etag:%2263daf192-79a5c%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2208x1242.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2208x1242.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:54:03	505007/505007	---M--	200	added ('OK')	image/png	etag:%2263daf192-7b4af%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2688x1242.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2688x1242.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:54:32	672459/672459	---M--	200	added ('OK')	image/png	etag:%2263daf192-a42cb%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2048x1536.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2048x1536.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:42	762227/762227	---M--	200	added ('OK')	image/png	etag:%2263daf192-ba173%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2224x1668.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2224x1668.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:49	37910/37910	---M--	200	added ('OK')	image/png	etag:%2263daf192-9416%22	http://super-mario3d-world.net/assets/favicons/coast-228x228.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/coast-228x228.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:50	162/162	---MCZ	200	added ('OK')	application/json	etag:W/%2263daf192-a2%22	http://super-mario3d-world.net/assets/favicons/yandex-browser-manifest.json	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/yandex-browser-manifest.json	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:51	85551/85551	---MCZ	200	added ('OK')	text/css	etag:W/%22641f1f85-14e2f%22	http://super-mario3d-world.net/assets/css/microsite.css	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/css/microsite.css	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:52	46515/46515	---MCZ	200	added ('OK')	text/css	etag:W/%2263daf192-b5b3%22	http://super-mario3d-world.net/assets/css/global.css	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/css/global.css	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:55:54	765828/765828	---M--	200	added ('OK')	image/png	etag:%2263daf192-baf84%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2388x1668.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2388x1668.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:56:31	729621/729621	---M--	200	added ('OK')	image/png	etag:%2263daf192-b2215%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2160x1620.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2160x1620.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:56:53	1047297/1047297	---M--	200	added ('OK')	image/png	etag:%2263daf192-ffb01%22	http://super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2732x2048.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/favicons/apple-touch-startup-image-2732x2048.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:56:56	149009/149009	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-24611%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-l.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-l.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:57:12	496300/496300	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-792ac%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-xl.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-xl.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:57:17	127734/127734	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-1f2f6%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-m.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-m.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:57:20	17053/17053	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-429d%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:57:29	56757/56757	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-ddb5%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-2x.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-2x.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:58:13	496300/496300	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-792ac%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-l-2x.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-l-2x.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:58:20	310148/310148	---M--	200	added ('OK')	image/png	etag:%2263daf19a-4bb84%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/characters-xl.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/characters-xl.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:58:23	437958/437958	---M--	200	added ('OK')	image/jpeg	etag:%2263daf19a-6aec6%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/background-m-2x.jpg	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/background-m-2x.jpg	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:58:35	97417/97417	---M--	200	added ('OK')	image/png	etag:%2263daf19a-17c89%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/characters-l.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/characters-l.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:58:51	93232/93232	---M--	200	added ('OK')	image/png	etag:%2263daf19a-16c30%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/characters-m.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/characters-m.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
01:59:14	310148/310148	---M--	200	added ('OK')	image/png	etag:%2263daf19a-4bb84%22	http://super-mario3d-world.net/assets/img/home/header/sm3dw/characters-l-2x.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/home/header/sm3dw/characters-l-2x.png	(from http://super-mario3d-world.net/?utm_source=facebook&utm_medium=cpc_costs_per_clickks&utm_campaign=camp1&fbclid=IwAR2SLu6_d5lwyRAv5iGVv8MwJxRUf8SaHjKy0H7urKQTSl1IOISDUF82xVo)
